cycle,time,temp,0,0,0,1.5625,1.5625,1.5625,3.125,3.125,3.125,6.25,6.25,6.25,12.5,12.5,12.5,25,25,25
1,0,18.5,0.1315,0.1362,0.1379,0.3323,0.3451,0.3402,0.3218,0.3335,0.3274,0.3344,0.3289,0.3288,0.3321,0.3486,0.341,0.3566,0.3396,0.3386
2,6.921,18.5,0.1292,0.1309,0.1359,0.338,0.3418,0.3417,0.3243,0.33,0.3289,0.3401,0.3338,0.3344,0.3304,0.3518,0.3444,0.3589,0.3393,0.3442
3,13.854,18.3,0.129,0.1301,0.1355,0.3384,0.3429,0.3442,0.3246,0.3298,0.3285,0.3404,0.3367,0.3337,0.3321,0.3534,0.344,0.3608,0.3403,0.3502
4,20.776,18.3,0.1286,0.1304,0.1352,0.336,0.3442,0.3406,0.3254,0.3303,0.3286,0.3399,0.3375,0.3386,0.3326,0.3533,0.3475,0.3633,0.3435,0.3494
5,27.714,18.3,0.1284,0.1303,0.1351,0.342,0.3436,0.342,0.3266,0.3291,0.3281,0.342,0.3411,0.3386,0.3394,0.3566,0.3481,0.3661,0.3463,0.3501
6,34.642,18.3,0.1283,0.1305,0.1352,0.3402,0.3452,0.3437,0.3275,0.329,0.3309,0.3452,0.3395,0.34,0.3365,0.3563,0.3498,0.3658,0.3479,0.3522
7,41.566,18.2,0.1282,0.1305,0.135,0.3393,0.3456,0.3448,0.3306,0.3306,0.3327,0.3448,0.3377,0.3384,0.34,0.3622,0.35,0.3749,0.3509,0.3579
8,48.488,18.2,0.1284,0.1308,0.1349,0.3417,0.3467,0.3456,0.3293,0.3303,0.3297,0.3467,0.339,0.3409,0.3413,0.3593,0.3514,0.3715,0.3531,0.3573
9,55.411,18.5,0.1286,0.1309,0.135,0.3439,0.3486,0.3445,0.3294,0.3329,0.3311,0.3474,0.3439,0.3391,0.3407,0.3588,0.3539,0.376,0.3532,0.3606
10,62.334,18.6,0.1283,0.1306,0.1348,0.3411,0.3497,0.3461,0.3291,0.3321,0.3342,0.3466,0.3425,0.34,0.3411,0.3628,0.3557,0.3773,0.3562,0.3591
11,69.237,18.6,0.1283,0.1304,0.135,0.3409,0.3467,0.3574,0.3311,0.3342,0.3391,0.3487,0.3453,0.3385,0.3412,0.3643,0.3565,0.3781,0.3574,0.3627
12,76.142,18.7,0.1284,0.1307,0.1347,0.3434,0.3496,0.3477,0.3318,0.3338,0.3324,0.3486,0.3446,0.3407,0.3408,0.3625,0.359,0.379,0.3578,0.3622
13,83.057,18.3,0.1285,0.1307,0.1348,0.3444,0.3482,0.3475,0.3315,0.3322,0.3355,0.3485,0.3484,0.3421,0.3439,0.3649,0.3599,0.3823,0.3587,0.3647
14,89.955,18.6,0.1286,0.1307,0.1344,0.3476,0.3504,0.3477,0.3323,0.3332,0.3366,0.3504,0.3447,0.3427,0.3436,0.3682,0.3616,0.3825,0.362,0.3684
15,96.854,18.4,0.1287,0.1307,0.1385,0.3463,0.35,0.3475,0.3318,0.3351,0.3354,0.3501,0.3433,0.3451,0.3459,0.3665,0.3598,0.3842,0.3623,0.3685
16,103.759,18.4,0.1282,0.1301,0.1417,0.3494,0.349,0.3483,0.3318,0.3336,0.3384,0.3531,0.3514,0.3467,0.3473,0.3705,0.3613,0.385,0.3638,0.368
17,110.668,18.5,0.1284,0.13,0.1432,0.3481,0.3517,0.3473,0.3344,0.3338,0.3352,0.3505,0.3439,0.3465,0.3482,0.3682,0.3632,0.3882,0.3651,0.3737
18,117.572,18.6,0.1284,0.13,0.1452,0.3466,0.3522,0.3481,0.3348,0.3381,0.3361,0.3501,0.3479,0.3441,0.3466,0.3699,0.3645,0.3893,0.3676,0.3716
