cycle,time,temp,0,0,0,50,50,50,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,18.6,0.1416,0.1513,0.141,0.3449,0.3541,0.3488,0.3439,0.3606,0.3518,0.3445,0.346,0.3592,0.3428,0.3388,0.3354,0.3278,0.3261,0.311,0.3473,0.3601,0.3485
2,7.358,18.3,0.1373,0.1452,0.1362,0.3474,0.3509,0.352,0.3442,0.3646,0.354,0.3517,0.3509,0.3608,0.3479,0.3444,0.3422,0.3315,0.3357,0.314,0.3564,0.3658,0.36
3,14.715,18.4,0.1369,0.1444,0.1354,0.3534,0.3565,0.3552,0.3458,0.3678,0.3571,0.3611,0.3596,0.3674,0.3554,0.3538,0.3506,0.3382,0.3387,0.3193,0.3646,0.3717,0.3653
4,22.074,18.6,0.1364,0.1437,0.1351,0.3536,0.3601,0.3572,0.3547,0.3703,0.3616,0.3643,0.3611,0.3722,0.3652,0.3568,0.353,0.3441,0.3434,0.325,0.3717,0.3802,0.3717
5,29.425,18.5,0.1364,0.1439,0.1353,0.3617,0.3647,0.3613,0.3548,0.3749,0.3682,0.3678,0.3695,0.3768,0.3671,0.363,0.358,0.3502,0.3482,0.3319,0.3763,0.387,0.3774
6,36.782,18.4,0.1359,0.1434,0.1347,0.3592,0.3653,0.3646,0.3597,0.3789,0.3715,0.3746,0.3764,0.3857,0.3704,0.3701,0.3629,0.3555,0.3531,0.3377,0.3834,0.3974,0.3835
7,44.144,18.6,0.1359,0.1434,0.1348,0.3609,0.3691,0.3675,0.3651,0.3804,0.3783,0.3803,0.3781,0.3838,0.3752,0.3727,0.3692,0.3586,0.3574,0.3399,0.3896,0.402,0.3924
8,51.506,18.5,0.1359,0.1436,0.1348,0.3654,0.3704,0.3723,0.3652,0.3864,0.3806,0.3883,0.3829,0.3883,0.3794,0.3782,0.3691,0.3647,0.366,0.3452,0.3961,0.4078,0.398
9,58.866,18.7,0.1358,0.1437,0.1349,0.3689,0.3753,0.3721,0.368,0.3918,0.3851,0.3874,0.3859,0.3917,0.3819,0.3802,0.3732,0.3706,0.3721,0.3475,0.4001,0.4152,0.4034
10,66.216,18.4,0.1353,0.1432,0.1345,0.3698,0.3767,0.377,0.3727,0.3936,0.3893,0.3908,0.3905,0.3987,0.3888,0.3896,0.3783,0.3757,0.3762,0.3533,0.4061,0.4206,0.4082
11,73.571,18.7,0.1358,0.1437,0.1348,0.3742,0.3772,0.3809,0.3766,0.4011,0.3911,0.3947,0.3943,0.4,0.3917,0.394,0.3844,0.3779,0.378,0.3555,0.4119,0.4296,0.4139
12,80.921,18.6,0.1355,0.1438,0.1344,0.3763,0.3808,0.3839,0.3772,0.3995,0.3986,0.3968,0.3987,0.4039,0.3953,0.3942,0.3885,0.3809,0.3818,0.3644,0.4265,0.4324,0.4189
13,88.282,18.5,0.1354,0.1432,0.1347,0.3771,0.3834,0.3854,0.3825,0.4005,0.3977,0.4014,0.4041,0.4076,0.3999,0.4013,0.3946,0.3863,0.3849,0.3635,0.4246,0.4382,0.4239
14,95.652,18.7,0.1356,0.1433,0.1346,0.3814,0.3865,0.388,0.3867,0.4054,0.4021,0.404,0.4053,0.4115,0.4045,0.4027,0.3954,0.3904,0.3899,0.3694,0.4281,0.4465,0.4285
15,103.023,18.9,0.1351,0.1432,0.1343,0.385,0.3887,0.3915,0.3868,0.4108,0.4043,0.4078,0.4098,0.417,0.4083,0.4063,0.3996,0.3955,0.3964,0.3729,0.4332,0.4472,0.4338
16,110.383,18.4,0.1353,0.1433,0.1343,0.386,0.3928,0.3899,0.3915,0.4165,0.4052,0.4106,0.4139,0.4177,0.4105,0.4081,0.4023,0.401,0.3978,0.3744,0.4384,0.4563,0.4421
17,117.758,18.7,0.1351,0.1429,0.1341,0.393,0.3968,0.3928,0.3913,0.4147,0.4096,0.4135,0.4136,0.4199,0.4155,0.4136,0.4054,0.4028,0.4031,0.382,0.444,0.4602,0.4448
