cycle,time,temp,0,0,0,50,50,50,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,38.2,0.1225,0.1297,0.1208,0.4002,0.4026,0.4467,0.3962,0.4097,0.4081,0.4018,0.4242,0.4267,0.4107,0.3988,0.4231,0.4124,0.36,0.4091,0.4531,0.4264,0.4449
2,7.348,38.1,0.1219,0.1302,0.1213,0.4047,0.4062,0.4539,0.4027,0.4154,0.4147,0.4139,0.431,0.4389,0.4189,0.4086,0.4302,0.4168,0.3653,0.4198,0.4483,0.4395,0.4569
3,14.698,38.3,0.1209,0.1296,0.1218,0.412,0.4107,0.4618,0.4082,0.4182,0.4242,0.4125,0.4384,0.442,0.4264,0.4132,0.4414,0.4219,0.3739,0.4306,0.4613,0.4518,0.4698
4,22.044,38.4,0.1207,0.1299,0.1215,0.4141,0.4176,0.4651,0.4118,0.4222,0.4266,0.4196,0.4455,0.4498,0.4331,0.4192,0.4458,0.4296,0.3827,0.4421,0.4709,0.4606,0.4802
5,29.394,38.3,0.1208,0.1297,0.1196,0.4185,0.4181,0.4686,0.4185,0.4276,0.4303,0.424,0.4512,0.4536,0.441,0.4268,0.4544,0.4404,0.388,0.4526,0.4841,0.4726,0.4953
6,36.741,38.3,0.1206,0.1284,0.1203,0.4247,0.4242,0.4723,0.4206,0.4343,0.436,0.4313,0.458,0.4655,0.447,0.4362,0.4641,0.4478,0.3966,0.4593,0.4954,0.4839,0.5014
7,44.101,38.6,0.1208,0.1299,0.121,0.4281,0.4271,0.4755,0.4253,0.4395,0.4419,0.4358,0.4615,0.4696,0.4561,0.4417,0.4697,0.4585,0.4023,0.464,0.5052,0.4932,0.514
8,51.449,38.6,0.122,0.128,0.1206,0.4319,0.4289,0.4793,0.4311,0.4441,0.4448,0.4419,0.463,0.4764,0.4601,0.4448,0.477,0.4649,0.413,0.4722,0.5167,0.5039,0.522
9,58.796,38.6,0.1228,0.1292,0.1194,0.4384,0.433,0.4876,0.4319,0.4472,0.4508,0.4458,0.471,0.4789,0.4644,0.4503,0.4848,0.4707,0.416,0.481,0.5263,0.5123,0.5337
10,66.168,38.5,0.1205,0.1285,0.1208,0.4412,0.4346,0.4874,0.4393,0.4503,0.4521,0.4492,0.4762,0.4854,0.4702,0.459,0.4908,0.4771,0.4238,0.4877,0.5343,0.5244,0.5456
11,73.518,38.7,0.1203,0.1291,0.1211,0.4442,0.4393,0.4919,0.4399,0.4545,0.4603,0.4549,0.4825,0.4914,0.4761,0.4643,0.4946,0.4859,0.429,0.4961,0.5494,0.5334,0.5549
12,80.871,38.7,0.1204,0.1293,0.1195,0.449,0.4423,0.4949,0.4444,0.4582,0.4629,0.4607,0.4859,0.494,0.4813,0.4683,0.5,0.4934,0.4345,0.5073,0.5537,0.5408,0.5611
13,88.231,38.6,0.1209,0.13,0.12,0.4504,0.4434,0.4988,0.4491,0.4614,0.4678,0.4642,0.4923,0.5006,0.4868,0.4731,0.5038,0.5005,0.4412,0.511,0.5604,0.5498,0.5696
14,95.591,38.3,0.1199,0.128,0.1195,0.4532,0.449,0.5004,0.4506,0.4682,0.4734,0.4694,0.4961,0.5037,0.4916,0.4774,0.5117,0.5067,0.4478,0.516,0.5708,0.5588,0.5802
15,102.944,38.5,0.1206,0.1281,0.1189,0.457,0.4508,0.5037,0.4558,0.4707,0.4722,0.4714,0.5001,0.5086,0.4944,0.4826,0.5174,0.5118,0.4537,0.5226,0.5792,0.5683,0.5873
16,110.294,38.6,0.1197,0.1286,0.1195,0.4588,0.4552,0.5086,0.4598,0.4727,0.477,0.4778,0.5028,0.5126,0.5033,0.4873,0.5222,0.519,0.4575,0.529,0.5861,0.5771,0.5952
17,117.654,38.6,0.1206,0.1292,0.1198,0.4647,0.4555,0.51,0.4644,0.4771,0.4819,0.4801,0.5108,0.5174,0.5065,0.4924,0.5249,0.5263,0.4621,0.5365,0.5947,0.5856,0.6024
