cycle,time,temp,0,0,0,50,50,50,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,33.2,0.1297,0.125,0.1227,0.3803,0.3978,0.3919,0.3859,0.3871,0.3911,0.4071,0.3957,0.403,0.4125,0.423,0.4095,0.4048,0.4004,0.3959,0.4134,0.4181,0.4244
2,6.853,33.3,0.1636,0.1249,0.1232,0.3808,0.4006,0.3945,0.3911,0.3923,0.3965,0.4125,0.4019,0.4069,0.4175,0.4319,0.4166,0.4109,0.407,0.4046,0.4221,0.4307,0.4396
3,13.701,33.4,0.1273,0.1249,0.1227,0.3853,0.4051,0.3979,0.3949,0.3987,0.3977,0.4158,0.4036,0.4152,0.4237,0.4374,0.426,0.4173,0.4146,0.409,0.4327,0.4412,0.4454
4,20.553,33.3,0.1276,0.1251,0.1232,0.3971,0.4088,0.4007,0.3991,0.4028,0.4005,0.4213,0.4088,0.4207,0.4285,0.4395,0.4291,0.4249,0.4201,0.4142,0.4387,0.4491,0.4549
5,27.408,33.4,0.1305,0.1255,0.123,0.3952,0.4111,0.4021,0.402,0.405,0.4047,0.4299,0.4136,0.4227,0.4362,0.4466,0.4345,0.4296,0.43,0.4205,0.4503,0.4581,0.4637
6,34.272,33.5,0.1277,0.1257,0.123,0.3975,0.4129,0.4091,0.4162,0.4093,0.4077,0.4325,0.4184,0.4265,0.4383,0.4497,0.4399,0.4354,0.4336,0.4254,0.4591,0.466,0.4728
7,41.134,33.5,0.1275,0.125,0.1231,0.398,0.4183,0.4101,0.4141,0.4137,0.4133,0.4373,0.4237,0.43,0.4468,0.4548,0.4428,0.4423,0.4356,0.4332,0.4662,0.4725,0.4798
8,47.995,33.3,0.1271,0.1253,0.1232,0.401,0.4184,0.4129,0.4137,0.4154,0.4125,0.4389,0.4277,0.435,0.4484,0.4589,0.4478,0.4464,0.4403,0.4381,0.4772,0.484,0.4893
9,54.856,33.5,0.1272,0.1257,0.1231,0.4032,0.4205,0.4147,0.4181,0.4194,0.4174,0.4447,0.4288,0.4376,0.4509,0.46,0.4504,0.4495,0.4485,0.4413,0.4848,0.4928,0.4973
10,61.717,33.6,0.1274,0.126,0.1237,0.4079,0.4219,0.4189,0.4202,0.4215,0.4203,0.448,0.4436,0.446,0.4565,0.4659,0.4568,0.4588,0.451,0.4458,0.4906,0.4979,0.5054
11,68.586,33.6,0.1269,0.1261,0.1239,0.4095,0.424,0.4197,0.4222,0.4219,0.4217,0.4519,0.4348,0.4446,0.4596,0.4714,0.4619,0.4646,0.4555,0.4555,0.499,0.5034,0.5115
12,75.456,33.3,0.1272,0.1269,0.1234,0.4108,0.4269,0.4251,0.4268,0.4278,0.4287,0.4508,0.4387,0.4487,0.465,0.4781,0.4678,0.4677,0.463,0.4601,0.5037,0.513,0.5187
13,82.331,33,0.1258,0.1265,0.1232,0.4163,0.4294,0.4266,0.4263,0.4331,0.4259,0.4588,0.4422,0.4534,0.4702,0.4815,0.4683,0.4722,0.4659,0.4618,0.5128,0.5233,0.5294
14,89.21,33.2,0.1268,0.1271,0.1298,0.4143,0.4311,0.4292,0.43,0.4386,0.4315,0.4601,0.4458,0.4568,0.4742,0.4838,0.4726,0.4767,0.4697,0.466,0.5208,0.5312,0.5395
15,96.08,33.3,0.1276,0.1273,0.123,0.4171,0.43,0.43,0.4317,0.4416,0.4358,0.4629,0.448,0.4595,0.4784,0.4836,0.4767,0.4856,0.476,0.4685,0.5302,0.5343,0.5415
16,102.954,33.4,0.1279,0.127,0.1231,0.4217,0.43,0.4322,0.436,0.4459,0.4374,0.4688,0.4511,0.4639,0.4812,0.4876,0.4803,0.488,0.4805,0.4753,0.5341,0.5428,0.5463
17,109.829,33.4,0.1284,0.1269,0.123,0.4197,0.4332,0.4342,0.4391,0.4506,0.4407,0.4717,0.4555,0.4657,0.4837,0.4975,0.4865,0.4894,0.4826,0.4781,0.541,0.548,0.5536
18,116.702,33.1,0.1283,0.1276,0.1231,0.4229,0.4335,0.4383,0.4426,0.4517,0.4412,0.4728,0.4567,0.4719,0.4869,0.4976,0.4888,0.4926,0.4869,0.4846,0.5484,0.5565,0.562
