cycle,time,temp,0,0,0,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,28.4,0.1367,0.1469,0.1399,0.2347,0.2413,0.2327,0.2425,0.2395,0.2406,0.233,0.2502,0.2507,0.2326,0.2329,0.2385,0.246,0.2515,0.2473
2,6.68,28.2,0.1362,0.1432,0.1346,0.2433,0.2447,0.2453,0.2525,0.2492,0.2516,0.242,0.2627,0.2593,0.2435,0.2416,0.2517,0.2589,0.2604,0.2526
3,13.37,28.4,0.1356,0.1419,0.1318,0.2493,0.254,0.2386,0.2591,0.2561,0.2596,0.2506,0.2615,0.2646,0.2483,0.2489,0.2596,0.2613,0.2658,0.2647
4,20.064,28.5,0.1346,0.1413,0.1318,0.2533,0.2617,0.2468,0.2667,0.2649,0.265,0.2611,0.2711,0.2736,0.2586,0.2598,0.267,0.2696,0.2739,0.2692
5,26.773,28.4,0.1339,0.141,0.1316,0.263,0.2617,0.251,0.2689,0.2713,0.2699,0.2672,0.2834,0.2777,0.2651,0.2652,0.2774,0.2769,0.2837,0.2818
6,33.479,28.4,0.1341,0.1408,0.1314,0.2651,0.2679,0.2589,0.274,0.2756,0.2772,0.2747,0.2926,0.2875,0.2733,0.2731,0.2845,0.2853,0.2907,0.2871
7,40.178,28.1,0.1338,0.1407,0.1311,0.2712,0.273,0.2618,0.2825,0.2826,0.2827,0.2828,0.2937,0.2968,0.2814,0.2803,0.2929,0.2939,0.2987,0.2974
8,46.87,28.4,0.1335,0.1406,0.1311,0.2739,0.2802,0.267,0.2877,0.2905,0.2901,0.2859,0.3026,0.304,0.2887,0.2847,0.3006,0.3013,0.3079,0.3044
9,53.572,28.5,0.1332,0.1403,0.1311,0.2794,0.2825,0.2739,0.2933,0.2919,0.299,0.2908,0.3094,0.3082,0.2944,0.2942,0.3071,0.3087,0.3154,0.3106
,,,,,,,,,,,,,,,,,,,,
