cycle,time,temp,0,0,0,1.5,1.5,1.5,3,3,3,6,6,6,12.5,12.5,12.5,25,25,25,50,50,50
1,0,38.2,0.137,0.137,0.133,0.2099,0.211,0.2145,0.2123,0.208,0.2155,0.219,0.2134,0.2122,0.2168,0.2337,0.2175,0.2091,0.214,0.2122,0.2316,0.2194,0.2241
2,7.661,38.4,0.1282,0.1279,0.1317,0.2098,0.2166,0.2263,0.219,0.2109,0.2116,0.2193,0.2148,0.2135,0.2242,0.2303,0.2193,0.2151,0.2182,0.2167,0.2351,0.2254,0.2309
3,15.33,38.4,0.1283,0.1267,0.1374,0.2121,0.2174,0.2251,0.2165,0.2108,0.2117,0.2216,0.2206,0.2132,0.2222,0.2333,0.2194,0.2171,0.2224,0.2196,0.2396,0.2365,0.2319
4,22.997,38.5,0.1278,0.1263,0.1322,0.2136,0.217,0.224,0.2179,0.2132,0.2167,0.2195,0.2176,0.2192,0.2284,0.2369,0.2242,0.2205,0.2251,0.2245,0.247,0.239,0.2417
5,30.649,38.3,0.1276,0.1261,0.1322,0.2137,0.2184,0.2267,0.2197,0.215,0.2212,0.2275,0.217,0.2224,0.2299,0.2376,0.226,0.2206,0.2282,0.2263,0.2532,0.2438,0.2468
6,38.289,38.5,0.1278,0.1263,0.133,0.2144,0.2223,0.2296,0.2206,0.2172,0.2207,0.2278,0.2215,0.2226,0.2335,0.2422,0.2312,0.2315,0.2336,0.2325,0.2567,0.2523,0.2508
7,45.944,38.6,0.1274,0.1263,0.1332,0.2183,0.2203,0.2339,0.2214,0.2183,0.2203,0.2307,0.224,0.2247,0.2395,0.2464,0.2338,0.2318,0.237,0.2356,0.2606,0.2565,0.2566
8,53.578,38.6,0.1269,0.1264,0.133,0.2194,0.2221,0.2375,0.2256,0.2211,0.2213,0.2322,0.2211,0.228,0.2391,0.2463,0.2317,0.2356,0.2395,0.239,0.2699,0.2619,0.2656
