cycle,time,temp,0,0,0,1.5,1.5,1.5,3,3,3,6,6,6,12.5,12.5,12.5,25,25,25,50,50,50
1,0,28.1,0.1277,0.127,0.1332,0.2152,0.208,0.2199,0.208,0.2113,0.2136,0.2191,0.2064,0.2116,0.2133,0.23,0.2162,0.2176,0.2147,0.2182,0.2151,0.2169,0.2227
2,7.678,28.2,0.1285,0.1262,0.1322,0.2188,0.2154,0.2217,0.2147,0.2124,0.2168,0.2197,0.2058,0.2121,0.2202,0.2324,0.2227,0.2237,0.2248,0.2236,0.2202,0.2205,0.229
3,15.363,28.2,0.1252,0.1258,0.1319,0.2205,0.211,0.2205,0.212,0.2169,0.226,0.2266,0.2082,0.2203,0.2223,0.2338,0.2242,0.2284,0.2245,0.2242,0.2278,0.2273,0.232
4,23.031,28.2,0.1252,0.1255,0.1312,0.2235,0.2158,0.2222,0.2199,0.2156,0.2248,0.2182,0.2131,0.2215,0.2255,0.2389,0.2269,0.2314,0.23,0.233,0.2344,0.2333,0.2359
5,30.692,28.2,0.1247,0.1251,0.1309,0.2222,0.217,0.2248,0.2196,0.2215,0.2261,0.2275,0.2103,0.2226,0.2277,0.2377,0.2294,0.2343,0.2349,0.2343,0.2382,0.2361,0.2451
6,38.348,28.3,0.1247,0.1251,0.1311,0.219,0.2201,0.2278,0.2164,0.2188,0.2237,0.2269,0.2163,0.2252,0.2312,0.2416,0.2314,0.2389,0.2354,0.2375,0.2437,0.2421,0.2456
7,45.982,28.3,0.1246,0.1253,0.1309,0.2285,0.2175,0.2294,0.2208,0.2237,0.2277,0.2253,0.2156,0.2277,0.231,0.242,0.2324,0.2401,0.2361,0.2426,0.2491,0.2463,0.2507
8,53.629,28.3,0.1244,0.1251,0.1304,0.2268,0.2178,0.232,0.2212,0.2219,0.2295,0.2268,0.2145,0.2265,0.2347,0.2507,0.2431,0.2427,0.243,0.2442,0.2526,0.249,0.2592
