cycle,time,temp,0,0,0,1.5625,1.5625,1.5625,3.125,3.125,3.125,6.25,6.25,6.25,12.5,12.5,12.5,25,25,25
1,0,18.3,0.1766,0.1314,0.1367,0.3858,0.3154,0.3276,0.3156,0.31,0.303,0.3145,0.3001,0.3174,0.318,0.3333,0.3207,0.3243,0.3233,0.3261
2,6.936,18.7,0.1273,0.1284,0.1378,0.5511,0.3125,0.3271,0.3161,0.3061,0.3035,0.3197,0.3064,0.3158,0.322,0.3395,0.3258,0.3277,0.3319,0.3255
3,13.867,18.3,0.1271,0.1277,0.1363,0.508,0.3169,0.332,0.3187,0.3073,0.306,0.3201,0.3087,0.3166,0.3237,0.3472,0.3296,0.3349,0.3331,0.3257
4,20.793,18.5,0.1273,0.1277,0.1366,0.463,0.3173,0.3343,0.3185,0.3089,0.3054,0.3214,0.3074,0.3199,0.3255,0.3484,0.3361,0.3393,0.3395,0.3324
5,27.711,18.4,0.1272,0.128,0.137,0.3844,0.3177,0.3367,0.3234,0.31,0.3095,0.3246,0.3113,0.3201,0.3272,0.3482,0.336,0.3429,0.3403,0.3362
6,34.619,18.3,0.1267,0.1288,0.1374,0.345,0.3188,0.3373,0.3256,0.3102,0.3095,0.3275,0.3108,0.3221,0.329,0.3512,0.3388,0.3472,0.3434,0.3403
7,41.526,18.2,0.1269,0.1286,0.1368,0.3411,0.3212,0.3356,0.3263,0.3146,0.3084,0.3261,0.3103,0.3239,0.331,0.3547,0.3404,0.3503,0.3462,0.3406
8,48.429,18.3,0.1268,0.1287,0.1372,0.3361,0.3224,0.3407,0.3276,0.3162,0.3139,0.3259,0.312,0.325,0.3301,0.3612,0.341,0.356,0.3517,0.3427
9,55.338,18.7,0.1266,0.1286,0.1369,0.4243,0.3225,0.3399,0.3323,0.316,0.3116,0.3269,0.3173,0.3272,0.334,0.3567,0.343,0.3558,0.3508,0.3477
