cycle,time,temp,0,0,0,50,50,50,100,100,100,400,400,400,800,800,800,200,200,200
1,0,18.2,0.1369,0.1472,0.1334,0.3445,0.3397,0.3379,0.3518,0.3593,0.347,0.3488,0.3595,0.3654,0.3381,0.3344,0.3485,0.3451,0.3443,0.3449
2,6.662,18.7,0.1378,0.145,0.1335,0.3437,0.3428,0.3405,0.3579,0.3618,0.3524,0.3625,0.3717,0.3756,0.3484,0.347,0.3612,0.3574,0.3545,0.3549
3,13.324,18.7,0.1377,0.1444,0.1326,0.3487,0.3495,0.346,0.3644,0.3702,0.3629,0.3702,0.3813,0.3854,0.361,0.3592,0.3678,0.3638,0.3648,0.3645
4,19.978,18.8,0.1365,0.1449,0.1326,0.3584,0.352,0.3503,0.3698,0.3783,0.3699,0.3844,0.3913,0.3971,0.3706,0.3646,0.3785,0.3716,0.3719,0.3751
5,26.647,18.6,0.1361,0.1472,0.1327,0.3618,0.3584,0.3565,0.3764,0.3844,0.3735,0.391,0.4004,0.4027,0.3796,0.3749,0.3889,0.3812,0.3816,0.3831
6,33.312,18.7,0.1373,0.147,0.1329,0.3659,0.3645,0.3627,0.3851,0.3917,0.3806,0.4014,0.406,0.4138,0.3887,0.3831,0.3972,0.3882,0.3913,0.3879
7,39.97,18.6,0.1357,0.1453,0.1329,0.3712,0.3703,0.365,0.3908,0.3957,0.3881,0.4071,0.4148,0.4212,0.4006,0.3931,0.405,0.3966,0.3936,0.3948
8,46.629,18.8,0.1359,0.1454,0.133,0.3766,0.376,0.3708,0.3951,0.4041,0.3941,0.4185,0.4232,0.4278,0.4082,0.4023,0.4127,0.4029,0.4025,0.4048
9,53.282,18.5,0.1359,0.1456,0.1331,0.3793,0.3798,0.3754,0.3997,0.4105,0.3978,0.4232,0.4332,0.4357,0.4162,0.4085,0.4227,0.411,0.4111,0.4108
