cycle,time,temp,0,0,0,1.5,1.5,1.5,3,3,3,6,6,6,12.5,12.5,12.5,25,25,25
1,0,38.2,0.1219,0.1279,0.1314,0.3004,0.3066,0.313,0.3037,0.3016,0.3074,0.3074,0.3095,0.3043,0.3083,0.3098,0.3099,0.3145,0.3176,0.3068
2,6.922,38.2,0.1176,0.1178,0.1247,0.3047,0.312,0.3142,0.3098,0.3033,0.3081,0.3106,0.3056,0.3141,0.3125,0.3144,0.3145,0.3188,0.3226,0.3123
3,13.839,38.3,0.1176,0.1174,0.1243,0.3049,0.3071,0.3161,0.3139,0.3038,0.3095,0.313,0.3104,0.322,0.3147,0.3148,0.3161,0.3256,0.3267,0.3188
4,20.758,38.3,0.1171,0.1176,0.1255,0.3078,0.3074,0.3161,0.3126,0.3062,0.3117,0.3152,0.3108,0.3203,0.3175,0.3178,0.3212,0.3307,0.3366,0.3222
5,27.663,38.5,0.1172,0.1172,0.1237,0.3115,0.3102,0.319,0.32,0.3081,0.3127,0.3179,0.3194,0.3222,0.3196,0.3232,0.3252,0.3372,0.3352,0.3286
6,34.594,38.5,0.1171,0.1172,0.1237,0.3101,0.3128,0.3198,0.3167,0.3079,0.3145,0.319,0.3131,0.3248,0.3222,0.3254,0.327,0.3436,0.3406,0.3323
7,41.514,38.6,0.1171,0.1174,0.124,0.3113,0.3124,0.321,0.3136,0.3096,0.3176,0.3233,0.3157,0.3263,0.3243,0.3291,0.3333,0.3429,0.3491,0.3353
8,48.425,38.5,0.1169,0.1196,0.1242,0.3135,0.3121,0.319,0.3156,0.3099,0.3182,0.3205,0.3152,0.3289,0.3255,0.3319,0.3343,0.3452,0.3533,0.3423
9,55.335,38.6,0.1169,0.1222,0.1239,0.3139,0.3144,0.3215,0.3164,0.3097,0.3207,0.3231,0.3149,0.3341,0.3311,0.3344,0.3336,0.3526,0.3565,0.3438
