cycle,time,temp,0,0,0,50,50,50,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,33.2,0.1246,0.1189,0.1264,0.3341,0.3216,0.3283,0.3331,0.3361,0.3436,0.3263,0.3527,0.346,0.3338,0.3391,0.3453,0.3217,0.3192,0.3478,0.3539,0.3519,0.3466
2,6.864,33.2,0.1205,0.1193,0.1265,0.3389,0.3322,0.3387,0.3456,0.3476,0.3412,0.3409,0.3628,0.3596,0.3466,0.3543,0.3573,0.3354,0.3351,0.3492,0.3711,0.3698,0.3606
3,13.731,33.2,0.1204,0.1191,0.1263,0.3411,0.3388,0.3435,0.3565,0.3563,0.3511,0.3496,0.374,0.3743,0.362,0.3664,0.373,0.3555,0.3537,0.3643,0.387,0.3867,0.3742
4,20.597,33.3,0.12,0.1192,0.1262,0.348,0.3418,0.3497,0.3653,0.3652,0.3597,0.3614,0.3857,0.3865,0.3733,0.377,0.385,0.3631,0.3642,0.3793,0.4013,0.4078,0.3878
5,27.46,33.1,0.12,0.1189,0.1261,0.3548,0.3496,0.3575,0.3715,0.3748,0.3714,0.3724,0.396,0.3973,0.3839,0.3897,0.3973,0.3778,0.3768,0.39,0.4171,0.4285,0.4044
6,34.323,33.2,0.1197,0.1189,0.1262,0.3647,0.3566,0.364,0.3804,0.3847,0.3772,0.3836,0.4039,0.4091,0.4008,0.4011,0.41,0.3921,0.3897,0.4035,0.4257,0.4346,0.4166
7,41.186,33.2,0.12,0.1187,0.1262,0.3727,0.3615,0.3727,0.3863,0.3899,0.384,0.3931,0.4146,0.4198,0.4109,0.415,0.4191,0.4015,0.4012,0.4164,0.4411,0.4455,0.4312
8,48.052,33,0.123,0.1187,0.1258,0.3718,0.3688,0.3783,0.3961,0.4004,0.3913,0.3997,0.4246,0.4288,0.4182,0.4225,0.4338,0.4128,0.41,0.4302,0.4552,0.4607,0.4455
9,54.914,33.1,0.1198,0.1187,0.1261,0.3776,0.373,0.3822,0.4072,0.4052,0.3997,0.4079,0.4332,0.4353,0.4314,0.4326,0.4423,0.426,0.4267,0.4378,0.467,0.4745,0.4574
