cycle,time,temp,0,0,0,50,50,50,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,18.4,0.1322,0.1402,0.132,0.3181,0.3281,0.3216,0.3301,0.3434,0.3298,0.3302,0.347,0.3336,0.3362,0.3361,0.3384,0.3472,0.3331,0.3349,0.354,0.3744,0.3605
2,7.349,18.6,0.1309,0.1362,0.1291,0.3229,0.3331,0.3303,0.3402,0.3521,0.3399,0.3388,0.3498,0.3427,0.348,0.3504,0.3509,0.3624,0.345,0.3481,0.3647,0.389,0.3755
3,14.711,18.8,0.1285,0.1342,0.1283,0.3315,0.339,0.3351,0.3481,0.3703,0.3484,0.3514,0.3612,0.3516,0.3564,0.3633,0.3627,0.3742,0.36,0.3608,0.3743,0.402,0.387
4,22.082,18.7,0.1274,0.1338,0.1278,0.3394,0.3458,0.3426,0.3527,0.3721,0.3546,0.3575,0.3686,0.3617,0.3639,0.3732,0.3744,0.3872,0.3684,0.3714,0.3846,0.4121,0.3992
5,29.462,18.7,0.1272,0.1339,0.1289,0.3469,0.3537,0.3472,0.3617,0.3806,0.3607,0.3686,0.3785,0.3686,0.3732,0.3817,0.3853,0.3978,0.3809,0.3825,0.3982,0.4242,0.4108
6,36.826,18.6,0.1272,0.1339,0.1274,0.351,0.3579,0.3521,0.3683,0.3856,0.3696,0.3778,0.3899,0.3772,0.384,0.3959,0.3925,0.4084,0.3894,0.3927,0.4086,0.4358,0.4233
7,44.195,18.6,0.1281,0.134,0.1304,0.3546,0.3636,0.3558,0.3741,0.3916,0.3756,0.3839,0.3958,0.3867,0.3912,0.4005,0.4024,0.4202,0.4002,0.4024,0.4188,0.4488,0.4352
8,51.575,18.5,0.1269,0.1338,0.1274,0.3614,0.3674,0.359,0.3811,0.3996,0.3815,0.3919,0.4046,0.3938,0.4005,0.4105,0.411,0.4297,0.4104,0.413,0.4291,0.4598,0.4456
9,58.953,18.4,0.1268,0.134,0.1294,0.3661,0.3721,0.3646,0.3862,0.4051,0.3864,0.4016,0.4111,0.402,0.4097,0.4201,0.4204,0.4368,0.4194,0.4235,0.4422,0.4697,0.4553
