cycle,time,temp,0,0,0,50,50,50,100,100,100,200,200,200,400,400,400,800,800,800,2500,2500,2500
1,0,33.3,0.1345,0.1316,0.1361,0.4923,0.4753,0.4719,0.5176,0.4914,0.4878,0.5012,0.4925,0.4887,0.4991,0.4885,0.4919,0.4902,0.4935,0.4932,0.5369,0.5258,0.5199
2,6.866,33.2,0.1347,0.1318,0.134,0.488,0.4811,0.4814,0.5212,0.4999,0.4971,0.5081,0.4949,0.4902,0.5024,0.4927,0.5051,0.5065,0.5004,0.5106,0.553,0.5345,0.5397
3,13.733,33.4,0.1344,0.1384,0.1326,0.5002,0.4841,0.4823,0.5414,0.5031,0.502,0.5172,0.51,0.5011,0.5152,0.5025,0.5127,0.5095,0.5112,0.5227,0.5578,0.5454,0.5484
4,20.599,33.5,0.1345,0.1304,0.136,0.5017,0.4896,0.4868,0.545,0.5122,0.5161,0.5194,0.519,0.5103,0.5249,0.5094,0.5209,0.5184,0.5132,0.5345,0.5746,0.5561,0.5571
5,27.471,33.5,0.1344,0.1315,0.1311,0.5043,0.5004,0.4941,0.5516,0.5166,0.5162,0.5328,0.5204,0.5181,0.5329,0.518,0.5357,0.5311,0.5235,0.5351,0.5906,0.5658,0.5752
6,34.342,33.5,0.1351,0.1347,0.1342,0.5121,0.5018,0.5024,0.5612,0.525,0.5211,0.5354,0.528,0.5239,0.5352,0.5222,0.5346,0.5374,0.5379,0.5448,0.6022,0.5818,0.585
7,41.218,32.8,0.1344,0.1341,0.1355,0.514,0.509,0.5058,0.5667,0.5263,0.5271,0.5447,0.5371,0.5333,0.5484,0.5341,0.5496,0.5425,0.5406,0.5501,0.6093,0.5926,0.5987
8,48.096,33.2,0.1349,0.1348,0.1307,0.5202,0.5135,0.5125,0.5727,0.5349,0.5329,0.5484,0.5402,0.5309,0.5495,0.5376,0.5481,0.553,0.5513,0.5622,0.6209,0.6014,0.6038
9,54.96,33.4,0.1347,0.1306,0.1315,0.524,0.5144,0.5097,0.5737,0.5406,0.534,0.5539,0.5486,0.538,0.557,0.5462,0.5549,0.5604,0.5609,0.5659,0.629,0.6108,0.6134
10,61.839,33.4,0.1356,0.1314,0.1316,0.5359,0.5155,0.5173,0.5776,0.5433,0.5406,0.5565,0.5519,0.5439,0.5618,0.5563,0.5608,0.5719,0.5661,0.5756,0.6456,0.6237,0.6313
11,68.717,33.5,0.1344,0.1303,0.13,0.5389,0.5166,0.5177,0.5808,0.545,0.5443,0.5611,0.5574,0.5536,0.5694,0.5612,0.5729,0.5765,0.5772,0.5831,0.6582,0.6284,0.637
12,75.596,33,0.1347,0.1339,0.1297,0.5349,0.5231,0.5228,0.593,0.5492,0.5509,0.5676,0.5636,0.5516,0.5726,0.5651,0.5793,0.5816,0.579,0.5837,0.6675,0.6403,0.6442
13,82.47,33.4,0.1347,0.132,0.1291,0.5367,0.5296,0.5218,0.5857,0.5554,0.556,0.5757,0.5607,0.5616,0.5751,0.5672,0.5838,0.5841,0.5913,0.5923,0.6754,0.6565,0.6509
14,89.33,33.5,0.1348,0.1335,0.1299,0.5427,0.5281,0.5268,0.5824,0.5576,0.5552,0.58,0.565,0.5649,0.5902,0.5722,0.5903,0.5972,0.593,0.6044,0.6854,0.6586,0.6573
15,96.192,33.4,0.1348,0.1364,0.13,0.5456,0.5345,0.532,0.587,0.5666,0.5613,0.5801,0.5743,0.5737,0.5888,0.5842,0.594,0.6049,0.6019,0.6137,0.693,0.6609,0.6726
16,103.042,33.3,0.1346,0.1324,0.1304,0.5482,0.5363,0.5365,0.5778,0.5625,0.5667,0.5916,0.5808,0.5743,0.5977,0.581,0.595,0.6087,0.6037,0.6197,0.7018,0.6729,0.6839
17,109.897,33.3,0.1345,0.1315,0.1305,0.5509,0.5386,0.5367,0.5772,0.568,0.569,0.5929,0.5895,0.5791,0.6049,0.5885,0.607,0.6155,0.6114,0.6313,0.7088,0.6802,0.6884
18,116.747,33.5,0.1346,0.132,0.1302,0.5522,0.5426,0.5362,0.5731,0.5785,0.5722,0.588,0.5891,0.5854,0.6051,0.5958,0.6141,0.6189,0.6175,0.6311,0.7165,0.689,0.6955
