cycle,time,temp,0,0,0,1.5,1.5,1.5,3,3,3,6,6,6,12.5,12.5,12.5,25,25,25
1,0,28.2,0.1429,0.1445,0.1397,0.4731,0.4605,0.4695,0.4736,0.4587,0.4624,0.4704,0.4582,0.4546,0.4575,0.4769,0.4524,0.4589,0.4505,0.4643
2,6.898,28.4,0.1351,0.138,0.1378,0.4707,0.4687,0.4741,0.4741,0.4726,0.4647,0.4725,0.4618,0.4591,0.4633,0.479,0.4551,0.4702,0.4547,0.4694
3,13.802,28.5,0.135,0.1365,0.1372,0.4786,0.466,0.4705,0.4819,0.4582,0.4633,0.4744,0.4655,0.4572,0.4626,0.482,0.4593,0.4734,0.4614,0.478
4,20.717,28.5,0.1347,0.1362,0.137,0.4831,0.4636,0.4691,0.4783,0.4569,0.4694,0.4769,0.4635,0.4635,0.4631,0.4845,0.4523,0.4727,0.468,0.4806
5,27.606,28.4,0.1356,0.1364,0.1492,0.474,0.4729,0.4704,0.4769,0.4661,0.4683,0.4766,0.4696,0.4611,0.4706,0.489,0.4599,0.4746,0.4774,0.4809
6,34.497,28.5,0.1345,0.136,0.1495,0.4843,0.4758,0.4884,0.4759,0.4623,0.4748,0.4723,0.4658,0.4679,0.4742,0.4843,0.4582,0.4814,0.473,0.4757
7,41.4,28.5,0.1344,0.1361,0.1495,0.4795,0.4711,0.4759,0.4754,0.4645,0.4711,0.4777,0.4711,0.4686,0.4753,0.4957,0.461,0.4822,0.4745,0.478
8,48.288,28.3,0.1347,0.1361,0.1471,0.4854,0.4746,0.4736,0.4783,0.4647,0.4688,0.4777,0.4672,0.4653,0.4756,0.4937,0.4627,0.4853,0.4777,0.4812
9,55.183,28.1,0.1343,0.136,0.1442,0.4826,0.4744,0.4821,0.4885,0.4748,0.4757,0.4785,0.4783,0.4667,0.4757,0.4948,0.4735,0.4837,0.4782,0.4851
10,62.078,28.5,0.1342,0.1361,0.1423,0.4773,0.4762,0.4804,0.4838,0.4692,0.4741,0.4829,0.4685,0.4729,0.474,0.4944,0.4726,0.492,0.4857,0.4881
11,68.99,28.3,0.1341,0.1358,0.1422,0.4791,0.4719,0.478,0.484,0.4739,0.476,0.4793,0.471,0.473,0.4735,0.4948,0.4704,0.4868,0.4884,0.4928
12,75.899,28.5,0.1339,0.1358,0.1417,0.4817,0.472,0.4772,0.4792,0.4692,0.4749,0.4896,0.4736,0.4677,0.4815,0.4982,0.4668,0.4878,0.4846,0.49
13,82.814,28,0.1339,0.1364,0.1424,0.4765,0.4717,0.4881,0.4852,0.4757,0.4694,0.4807,0.4799,0.4681,0.4817,0.4951,0.4706,0.4887,0.4869,0.4887
14,89.735,28,0.1343,0.1354,0.1454,0.4745,0.4738,0.4824,0.4877,0.4703,0.4726,0.4849,0.4753,0.4752,0.4808,0.4977,0.4698,0.4926,0.4897,0.4959
15,96.64,28.5,0.1338,0.1354,0.1482,0.4911,0.4708,0.477,0.4788,0.4653,0.4763,0.4865,0.4716,0.4672,0.4812,0.4967,0.4686,0.4945,0.4953,0.4923
16,103.546,28.4,0.1346,0.1356,0.1483,0.4786,0.4736,0.4865,0.4787,0.4713,0.4751,0.4798,0.473,0.4735,0.4829,0.5005,0.4859,0.4984,0.4926,0.4956
17,110.466,28,0.1336,0.1358,0.145,0.481,0.4778,0.4798,0.4818,0.4681,0.4786,0.4853,0.4693,0.4693,0.4848,0.4998,0.4734,0.4972,0.4951,0.5004
18,117.369,27.8,0.1335,0.1352,0.1407,0.4839,0.4771,0.4796,0.4857,0.4725,0.4745,0.4857,0.4732,0.4778,0.4857,0.5011,0.4749,0.4972,0.4941,0.5003
