cycle,time,temp,0,0,0,1.5,1.5,1.5,3,3,3,6,6,6,12.5,12.5,12.5,25,25,25
1,0,38,0.1256,0.1317,0.1331,0.4734,0.4759,0.4727,0.4611,0.4574,0.4588,0.4701,0.4683,0.4732,0.4676,0.4827,0.4688,0.4752,0.4733,0.4805
2,6.916,38.2,0.1261,0.1272,0.1325,0.4701,0.474,0.4786,0.462,0.4693,0.4613,0.4776,0.4652,0.4779,0.4712,0.4877,0.4642,0.4779,0.4767,0.4819
3,13.833,38.3,0.1257,0.1267,0.1324,0.4778,0.479,0.473,0.4711,0.4661,0.458,0.48,0.4659,0.4855,0.477,0.4909,0.47,0.483,0.4813,0.4847
4,20.743,38.1,0.1258,0.1292,0.1326,0.4814,0.4786,0.4795,0.4645,0.4711,0.4645,0.4826,0.4667,0.483,0.4753,0.4914,0.4733,0.4865,0.4858,0.4902
5,27.653,38.3,0.1255,0.1267,0.1328,0.4797,0.4757,0.4779,0.4645,0.4718,0.4638,0.4844,0.4668,0.483,0.4784,0.497,0.4861,0.4932,0.4901,0.4949
6,34.553,38.4,0.1261,0.1268,0.1324,0.4853,0.4815,0.4784,0.4685,0.4696,0.4599,0.4868,0.4706,0.4874,0.4758,0.4989,0.479,0.4947,0.4884,0.5015
7,41.452,38.5,0.1253,0.126,0.1321,0.4841,0.4799,0.4788,0.4681,0.4733,0.4676,0.4853,0.469,0.4886,0.4816,0.4984,0.4846,0.4967,0.49,0.4996
8,48.363,38.5,0.1256,0.1258,0.1321,0.483,0.4835,0.4829,0.4737,0.4711,0.4685,0.4842,0.4712,0.4941,0.486,0.4958,0.4831,0.4978,0.4934,0.5011
9,55.274,38.4,0.1251,0.1258,0.132,0.4877,0.4799,0.4835,0.4756,0.4712,0.4619,0.4866,0.4767,0.4925,0.4835,0.5016,0.4901,0.501,0.4959,0.5096
10,62.184,38.5,0.1254,0.1259,0.1318,0.4876,0.4847,0.4794,0.4663,0.4731,0.4656,0.4878,0.4766,0.4894,0.4903,0.4999,0.4817,0.5039,0.5047,0.5135
11,69.101,38.5,0.1252,0.1259,0.1318,0.4873,0.4816,0.4809,0.4701,0.4748,0.466,0.4882,0.4787,0.4907,0.4897,0.4996,0.4888,0.5015,0.5028,0.5083
12,75.998,38.6,0.125,0.1259,0.132,0.4855,0.4924,0.4833,0.4675,0.478,0.4628,0.4892,0.4779,0.4971,0.4886,0.4989,0.4933,0.5086,0.5058,0.5119
13,82.898,38.4,0.125,0.1256,0.1317,0.4909,0.4859,0.4862,0.4742,0.473,0.4667,0.4873,0.4803,0.4939,0.488,0.5047,0.4904,0.5101,0.5077,0.5191
14,89.814,38.5,0.1249,0.1258,0.1319,0.4868,0.4869,0.4874,0.4707,0.4757,0.4716,0.4902,0.4827,0.492,0.4909,0.5037,0.4942,0.5143,0.5077,0.5158
15,96.711,38.6,0.1249,0.1256,0.1319,0.487,0.4866,0.4884,0.4692,0.4734,0.4662,0.4887,0.4839,0.492,0.4941,0.5068,0.4967,0.5139,0.5093,0.5239
16,103.614,38.6,0.1246,0.1255,0.1318,0.4922,0.4873,0.4881,0.4706,0.4751,0.4686,0.4891,0.4829,0.4926,0.4931,0.5066,0.4949,0.5164,0.5083,0.5169
17,110.515,38.7,0.1249,0.1258,0.132,0.4884,0.4926,0.487,0.4732,0.4786,0.4669,0.4897,0.4846,0.4957,0.4968,0.5074,0.4997,0.5215,0.5135,0.525
18,117.419,38.4,0.1247,0.126,0.1318,0.4889,0.4888,0.4926,0.473,0.481,0.4727,0.4913,0.478,0.504,0.4929,0.5085,0.5001,0.5202,0.515,0.5227
