cycle,time,temp,0,0,0,1.5,1.5,1.5,3,3,3,6,6,6,12.5,12.5,12.5,25,25,25
1,0,18.4,0.1386,0.1333,0.1376,0.4606,0.4356,0.4422,0.4575,0.4511,0.495,0.4684,0.4483,0.4604,0.4476,0.455,0.4615,0.4701,0.4455,0.4546
2,6.915,18.6,0.1319,0.1324,0.138,0.4654,0.4401,0.4437,0.4591,0.4437,0.4985,0.4663,0.4588,0.4615,0.4473,0.4544,0.4698,0.4641,0.4501,0.4652
3,13.826,18.4,0.1313,0.133,0.1368,0.4709,0.4274,0.4466,0.4579,0.4518,0.4995,0.4634,0.4538,0.4604,0.4444,0.4551,0.4746,0.4737,0.453,0.465
4,20.743,18.4,0.1317,0.1328,0.1364,0.4665,0.4308,0.445,0.462,0.4525,0.4984,0.4648,0.4626,0.463,0.4535,0.4554,0.4803,0.4744,0.4553,0.4651
5,27.657,18.4,0.1316,0.1328,0.1365,0.4724,0.4314,0.4449,0.4594,0.4547,0.4987,0.4682,0.4611,0.4608,0.4592,0.4553,0.4777,0.4735,0.4547,0.4717
6,34.572,18.3,0.1317,0.1328,0.1361,0.4797,0.4332,0.4491,0.4614,0.4536,0.504,0.4691,0.4572,0.4629,0.4566,0.4573,0.4769,0.4777,0.4571,0.47
7,41.506,18.3,0.1318,0.1329,0.1361,0.4795,0.4333,0.4563,0.4626,0.4577,0.5067,0.4684,0.4616,0.4687,0.4573,0.4611,0.4786,0.4775,0.4625,0.4722
8,48.425,18.4,0.1319,0.1329,0.1358,0.4759,0.4352,0.4573,0.4662,0.4574,0.5096,0.4662,0.464,0.4642,0.4607,0.4596,0.4813,0.4829,0.4639,0.4735
9,55.353,18.8,0.1322,0.1328,0.1355,0.4736,0.4348,0.4524,0.4615,0.4602,0.5062,0.4689,0.4612,0.4686,0.4579,0.4606,0.4966,0.4892,0.4678,0.4735
,,,,,,,,,,,,,,,,,,,,
